categoryid,parentid,depth,channel
1244,500.0,2,Email Marketing
429,113.0,2,Email Marketing
1114,113.0,2,Email Marketing
572,1066.0,3,Display Ads
1017,605.0,2,Email Marketing
316,605.0,2,Email Marketing
737,854.0,2,Email Marketing
715,402.0,3,Display Ads
1530,879.0,2,Email Marketing
1002,879.0,2,Email Marketing
338,275.0,3,Display Ads
1325,1684.0,2,Email Marketing
1634,143.0,2,Email Marketing
244,1495.0,2,Email Marketing
253,1525.0,2,Email Marketing
173,788.0,2,Email Marketing
1007,485.0,3,Display Ads
1142,485.0,3,Display Ads
69,485.0,3,Display Ads
1508,209.0,3,Display Ads
1293,1323.0,3,Display Ads
641,768.0,2,Email Marketing
1497,1490.0,1,Paid Social
1261,25.0,2,Email Marketing
1592,393.0,3,Display Ads
1060,25.0,2,Email Marketing
391,250.0,1,Paid Social
788,1490.0,1,Paid Social
130,145.0,2,Email Marketing
619,145.0,2,Email Marketing
145,1490.0,1,Paid Social
1490,,0,Organic Search
343,1290.0,3,Display Ads
808,1272.0,3,Display Ads
830,1272.0,3,Display Ads
182,1308.0,3,Display Ads
413,149.0,3,Display Ads
152,1329.0,3,Display Ads
95,1519.0,2,Email Marketing
1627,827.0,3,Display Ads
827,920.0,2,Email Marketing
217,908.0,4,Direct / Referral
224,1487.0,3,Display Ads
541,777.0,3,Display Ads
1197,777.0,3,Display Ads
279,777.0,3,Display Ads
349,777.0,3,Display Ads
346,920.0,2,Email Marketing
1688,61.0,2,Email Marketing
1003,61.0,2,Email Marketing
66,1430.0,3,Display Ads
1058,61.0,2,Email Marketing
61,140.0,1,Paid Social
1154,1515.0,3,Display Ads
620,1515.0,3,Display Ads
1383,409.0,2,Email Marketing
1371,585.0,4,Direct / Referral
1642,121.0,3,Display Ads
1422,1371.0,5,Direct / Referral
159,1028.0,3,Display Ads
1104,1534.0,3,Display Ads
1643,1386.0,4,Direct / Referral
39,540.0,2,Email Marketing
1103,1368.0,3,Display Ads
1209,1292.0,3,Display Ads
370,131.0,3,Display Ads
1400,335.0,3,Display Ads
1181,1486.0,2,Email Marketing
185,131.0,3,Display Ads
617,131.0,3,Display Ads
223,131.0,3,Display Ads
374,131.0,3,Display Ads
1435,131.0,3,Display Ads
651,369.0,3,Display Ads
975,369.0,3,Display Ads
404,369.0,3,Display Ads
931,1181.0,3,Display Ads
1639,1181.0,3,Display Ads
1667,409.0,2,Email Marketing
332,1667.0,3,Display Ads
1339,1534.0,3,Display Ads
1598,229.0,4,Direct / Referral
1349,121.0,3,Display Ads
1652,1368.0,3,Display Ads
34,1368.0,3,Display Ads
515,1368.0,3,Display Ads
157,540.0,2,Email Marketing
1543,157.0,3,Display Ads
1106,1383.0,3,Display Ads
695,959.0,4,Direct / Referral
218,116.0,3,Display Ads
1337,116.0,3,Display Ads
221,362.0,2,Email Marketing
1342,362.0,2,Email Marketing
1304,362.0,2,Email Marketing
273,362.0,2,Email Marketing
1419,362.0,2,Email Marketing
271,362.0,2,Email Marketing
301,362.0,2,Email Marketing
362,431.0,1,Paid Social
991,1259.0,2,Email Marketing
1285,1259.0,2,Email Marketing
976,1009.0,2,Email Marketing
1488,1009.0,2,Email Marketing
447,1009.0,2,Email Marketing
923,1009.0,2,Email Marketing
1489,1009.0,2,Email Marketing
30,1009.0,2,Email Marketing
1009,431.0,1,Paid Social
431,,0,Organic Search
781,580.0,3,Display Ads
758,781.0,4,Direct / Referral
580,1684.0,2,Email Marketing
1685,339.0,3,Display Ads
1238,265.0,3,Display Ads
1494,216.0,3,Display Ads
958,1041.0,4,Direct / Referral
137,1370.0,3,Display Ads
1024,1370.0,3,Display Ads
1137,609.0,3,Display Ads
334,609.0,3,Display Ads
165,14.0,3,Display Ads
1415,14.0,3,Display Ads
14,1684.0,2,Email Marketing
1572,1326.0,2,Email Marketing
479,520.0,4,Direct / Referral
1254,520.0,4,Direct / Referral
470,520.0,4,Direct / Referral
627,520.0,4,Direct / Referral
1201,479.0,5,Direct / Referral
1108,426.0,3,Display Ads
535,426.0,3,Display Ads
427,1313.0,3,Display Ads
377,714.0,4,Direct / Referral
147,714.0,4,Direct / Referral
193,950.0,4,Direct / Referral
1260,426.0,3,Display Ads
971,426.0,3,Display Ads
1102,1401.0,4,Direct / Referral
1401,426.0,3,Display Ads
1090,648.0,4,Direct / Referral
367,125.0,4,Direct / Referral
1119,125.0,4,Direct / Referral
125,1313.0,3,Display Ads
47,381.0,2,Email Marketing
1545,866.0,2,Email Marketing
487,1141.0,3,Display Ads
1564,1141.0,3,Display Ads
1005,657.0,3,Display Ads
657,736.0,2,Email Marketing
1463,657.0,3,Display Ads
1275,1618.0,3,Display Ads
736,1600.0,1,Paid Social
1418,896.0,3,Display Ads
1176,835.0,3,Display Ads
154,640.0,3,Display Ads
1302,1600.0,1,Paid Social
55,1600.0,1,Paid Social
1331,252.0,3,Display Ads
616,573.0,4,Direct / Referral
1303,252.0,3,Display Ads
523,593.0,2,Email Marketing
162,593.0,2,Email Marketing
1690,593.0,2,Email Marketing
1127,593.0,2,Email Marketing
1607,593.0,2,Email Marketing
446,593.0,2,Email Marketing
1360,593.0,2,Email Marketing
1531,1482.0,1,Paid Social
1280,605.0,2,Email Marketing
567,605.0,2,Email Marketing
160,605.0,2,Email Marketing
605,1482.0,1,Paid Social
1078,1249.0,2,Email Marketing
704,1426.0,2,Email Marketing
1650,1426.0,2,Email Marketing
1589,1426.0,2,Email Marketing
671,1426.0,2,Email Marketing
1581,854.0,2,Email Marketing
275,795.0,2,Email Marketing
1351,795.0,2,Email Marketing
795,250.0,1,Paid Social
1619,1398.0,2,Email Marketing
402,143.0,2,Email Marketing
464,143.0,2,Email Marketing
143,1482.0,1,Paid Social
816,623.0,3,Display Ads
623,381.0,2,Email Marketing
1586,381.0,2,Email Marketing
381,1482.0,1,Paid Social
371,1482.0,1,Paid Social
356,92.0,2,Email Marketing
1096,92.0,2,Email Marketing
92,653.0,1,Paid Social
248,1596.0,2,Email Marketing
645,1596.0,2,Email Marketing
1014,1110.0,2,Email Marketing
1604,1110.0,2,Email Marketing
503,1604.0,3,Display Ads
459,1330.0,3,Display Ads
73,1202.0,2,Email Marketing
299,73.0,3,Display Ads
1214,1202.0,2,Email Marketing
1305,1214.0,3,Display Ads
286,1214.0,3,Display Ads
1202,653.0,1,Paid Social
197,768.0,2,Email Marketing
494,768.0,2,Email Marketing
375,768.0,2,Email Marketing
768,653.0,1,Paid Social
37,945.0,2,Email Marketing
1437,945.0,2,Email Marketing
532,945.0,2,Email Marketing
1665,945.0,2,Email Marketing
1649,945.0,2,Email Marketing
945,653.0,1,Paid Social
1548,1499.0,3,Display Ads
599,1499.0,3,Display Ads
348,1499.0,3,Display Ads
1584,1562.0,3,Display Ads
946,351.0,2,Email Marketing
1189,9.0,3,Display Ads
405,351.0,2,Email Marketing
101,312.0,2,Email Marketing
1241,101.0,3,Display Ads
847,101.0,3,Display Ads
1155,101.0,3,Display Ads
1465,1251.0,3,Display Ads
1672,1251.0,3,Display Ads
1281,312.0,2,Email Marketing
622,312.0,2,Email Marketing
1186,312.0,2,Email Marketing
175,1492.0,3,Display Ads
941,1492.0,3,Display Ads
1561,250.0,1,Paid Social
1620,937.0,4,Direct / Referral
107,1532.0,1,Paid Social
82,1125.0,3,Display Ads
690,1125.0,3,Display Ads
1066,293.0,2,Email Marketing
656,1125.0,3,Display Ads
887,206.0,3,Display Ads
167,1066.0,3,Display Ads
439,1012.0,3,Display Ads
611,1306.0,5,Direct / Referral
957,1306.0,5,Direct / Referral
1065,1027.0,2,Email Marketing
524,1145.0,3,Display Ads
929,1027.0,2,Email Marketing
1412,107.0,2,Email Marketing
1027,250.0,1,Paid Social
1318,986.0,2,Email Marketing
64,206.0,3,Display Ads
1638,766.0,3,Display Ads
414,206.0,3,Display Ads
828,293.0,2,Email Marketing
20,1299.0,2,Email Marketing
973,20.0,3,Display Ads
1506,213.0,3,Display Ads
1455,213.0,3,Display Ads
1121,1299.0,2,Email Marketing
326,1299.0,2,Email Marketing
1153,20.0,3,Display Ads
669,1266.0,3,Display Ads
1164,1266.0,3,Display Ads
4,1266.0,3,Display Ads
1474,480.0,3,Display Ads
594,1299.0,2,Email Marketing
1493,594.0,3,Display Ads
960,594.0,3,Display Ads
260,1066.0,3,Display Ads
793,1066.0,3,Display Ads
583,250.0,1,Paid Social
1226,1669.0,2,Email Marketing
980,1145.0,3,Display Ads
190,755.0,1,Paid Social
864,994.0,2,Email Marketing
10,994.0,2,Email Marketing
363,994.0,2,Email Marketing
994,755.0,1,Paid Social
1449,1439.0,2,Email Marketing
755,,0,Organic Search
123,214.0,3,Display Ads
564,214.0,3,Display Ads
1195,746.0,3,Display Ads
638,746.0,3,Display Ads
1693,746.0,3,Display Ads
188,1200.0,2,Email Marketing
1568,188.0,3,Display Ads
557,1200.0,2,Email Marketing
432,1200.0,2,Email Marketing
1328,432.0,3,Display Ads
1274,1031.0,3,Display Ads
1156,1200.0,2,Email Marketing
1200,395.0,1,Paid Social
654,893.0,3,Display Ads
1407,713.0,3,Display Ads
900,506.0,2,Email Marketing
1149,1075.0,4,Direct / Referral
1389,1630.0,3,Display Ads
1372,1630.0,3,Display Ads
663,395.0,1,Paid Social
358,1257.0,2,Email Marketing
506,250.0,1,Paid Social
1374,1278.0,2,Email Marketing
1278,395.0,1,Paid Social
203,727.0,2,Email Marketing
727,378.0,1,Paid Social
441,727.0,2,Email Marketing
867,441.0,3,Display Ads
1276,441.0,3,Display Ads
894,378.0,1,Paid Social
378,,0,Organic Search
1307,1036.0,3,Display Ads
1101,1420.0,2,Email Marketing
1093,1101.0,3,Display Ads
990,1420.0,2,Email Marketing
1420,250.0,1,Paid Social
230,1424.0,2,Email Marketing
724,250.0,1,Paid Social
1105,1424.0,2,Email Marketing
1215,1424.0,2,Email Marketing
281,1424.0,2,Email Marketing
313,679.0,1,Paid Social
1345,1056.0,2,Email Marketing
1289,1056.0,2,Email Marketing
834,1056.0,2,Email Marketing
716,1056.0,2,Email Marketing
1501,763.0,2,Email Marketing
850,763.0,2,Email Marketing
735,763.0,2,Email Marketing
547,1550.0,3,Display Ads
1353,1559.0,3,Display Ads
1583,1559.0,3,Display Ads
880,989.0,2,Email Marketing
954,880.0,3,Display Ads
1438,880.0,3,Display Ads
1608,666.0,3,Display Ads
1291,989.0,2,Email Marketing
1527,1291.0,3,Display Ads
1656,1291.0,3,Display Ads
753,322.0,3,Display Ads
266,322.0,3,Display Ads
382,322.0,3,Display Ads
696,989.0,2,Email Marketing
831,335.0,3,Display Ads
574,696.0,3,Display Ads
1170,696.0,3,Display Ads
1657,1211.0,3,Display Ads
383,1591.0,2,Email Marketing
8,1591.0,2,Email Marketing
1225,8.0,3,Display Ads
70,8.0,3,Display Ads
1206,1518.0,3,Display Ads
1084,194.0,3,Display Ads
251,194.0,3,Display Ads
1495,791.0,1,Paid Social
1269,1495.0,2,Email Marketing
13,1495.0,2,Email Marketing
85,1423.0,2,Email Marketing
240,1423.0,2,Email Marketing
1100,1423.0,2,Email Marketing
794,602.0,2,Email Marketing
602,791.0,1,Paid Social
851,587.0,2,Email Marketing
1569,587.0,2,Email Marketing
1504,587.0,2,Email Marketing
60,587.0,2,Email Marketing
261,1229.0,2,Email Marketing
40,1632.0,3,Display Ads
336,885.0,2,Email Marketing
1152,1691.0,3,Display Ads
885,1579.0,1,Paid Social
87,71.0,2,Email Marketing
215,1453.0,3,Display Ads
380,1453.0,3,Display Ads
76,71.0,2,Email Marketing
71,1579.0,1,Paid Social
1579,,0,Organic Search
272,1687.0,3,Display Ads
97,1687.0,3,Display Ads
1394,,0,Organic Search
106,381.0,2,Email Marketing
243,418.0,2,Email Marketing
1523,265.0,3,Display Ads
353,755.0,1,Paid Social
1235,418.0,2,Email Marketing
1469,399.0,3,Display Ads
939,1469.0,4,Direct / Referral
411,561.0,2,Email Marketing
118,933.0,2,Email Marketing
6,933.0,2,Email Marketing
1071,1371.0,5,Direct / Referral
1352,139.0,5,Direct / Referral
1363,139.0,5,Direct / Referral
743,418.0,2,Email Marketing
283,1579.0,1,Paid Social
784,38.0,3,Display Ads
1601,755.0,1,Paid Social
132,755.0,1,Paid Social
933,1224.0,1,Paid Social
591,933.0,2,Email Marketing
1593,1673.0,2,Email Marketing
235,1224.0,1,Paid Social
871,1224.0,1,Paid Social
624,871.0,2,Email Marketing
170,1224.0,1,Paid Social
18,170.0,2,Email Marketing
767,170.0,2,Email Marketing
42,170.0,2,Email Marketing
114,1443.0,2,Email Marketing
577,114.0,3,Display Ads
1646,114.0,3,Display Ads
54,1443.0,2,Email Marketing
328,54.0,3,Display Ads
612,54.0,3,Display Ads
1546,1443.0,2,Email Marketing
1006,1546.0,3,Display Ads
1240,1546.0,3,Display Ads
1566,1224.0,1,Paid Social
670,1566.0,2,Email Marketing
1162,1546.0,3,Display Ads
254,866.0,2,Email Marketing
1441,1566.0,2,Email Marketing
26,1546.0,3,Display Ads
977,871.0,2,Email Marketing
126,871.0,2,Email Marketing
1187,871.0,2,Email Marketing
1421,105.0,2,Email Marketing
1387,933.0,2,Email Marketing
961,132.0,2,Email Marketing
467,132.0,2,Email Marketing
993,132.0,2,Email Marketing
161,351.0,2,Email Marketing
1063,351.0,2,Email Marketing
11,1439.0,2,Email Marketing
770,207.0,2,Email Marketing
1644,1009.0,2,Email Marketing
246,362.0,2,Email Marketing
823,1259.0,2,Email Marketing
139,585.0,4,Direct / Referral
811,25.0,2,Email Marketing
1097,114.0,3,Display Ads
1364,933.0,2,Email Marketing
304,1673.0,2,Email Marketing
440,1224.0,1,Paid Social
1160,1698.0,1,Paid Social
1067,1160.0,2,Email Marketing
44,110.0,2,Email Marketing
1403,440.0,2,Email Marketing
1491,440.0,2,Email Marketing
1310,1009.0,2,Email Marketing
917,1374.0,3,Display Ads
110,1698.0,1,Paid Social
647,1160.0,2,Email Marketing
742,1067.0,3,Display Ads
780,1067.0,3,Display Ads
702,1067.0,3,Display Ads
490,647.0,3,Display Ads
236,647.0,3,Display Ads
400,110.0,2,Email Marketing
1126,905.0,3,Display Ads
1475,905.0,3,Display Ads
1466,905.0,3,Display Ads
1128,400.0,3,Display Ads
841,400.0,3,Display Ads
1470,44.0,3,Display Ads
1544,679.0,1,Paid Social
905,110.0,2,Email Marketing
1678,1698.0,1,Paid Social
1034,1698.0,1,Paid Social
1585,170.0,2,Email Marketing
1641,542.0,2,Email Marketing
1660,1323.0,3,Display Ads
552,1120.0,2,Email Marketing
99,1667.0,3,Display Ads
489,110.0,2,Email Marketing
422,489.0,3,Display Ads
1484,489.0,3,Display Ads
1557,489.0,3,Display Ads
756,489.0,3,Display Ads
29,1678.0,2,Email Marketing
455,1678.0,2,Email Marketing
1554,1678.0,2,Email Marketing
305,1678.0,2,Email Marketing
720,305.0,3,Display Ads
318,305.0,3,Display Ads
1301,1034.0,2,Email Marketing
1294,1621.0,2,Email Marketing
1089,1621.0,2,Email Marketing
482,1374.0,3,Display Ads
576,1034.0,2,Email Marketing
659,,0,Organic Search
548,38.0,3,Display Ads
680,114.0,3,Display Ads
19,750.0,3,Display Ads
100,1229.0,2,Email Marketing
673,659.0,1,Paid Social
1582,1698.0,1,Paid Social
1057,,0,Organic Search
513,1057.0,1,Paid Social
33,1224.0,1,Paid Social
750,673.0,2,Email Marketing
1297,19.0,4,Direct / Referral
762,768.0,2,Email Marketing
449,1139.0,2,Email Marketing
1109,203.0,3,Display Ads
629,587.0,2,Email Marketing
509,110.0,2,Email Marketing
146,1582.0,2,Email Marketing
269,33.0,2,Email Marketing
839,33.0,2,Email Marketing
151,33.0,2,Email Marketing
212,207.0,2,Email Marketing
407,207.0,2,Email Marketing
98,513.0,2,Email Marketing
1350,513.0,2,Email Marketing
1673,1224.0,1,Paid Social
105,1224.0,1,Paid Social
1443,1224.0,1,Paid Social
1696,378.0,1,Paid Social
1416,378.0,1,Paid Social
1348,92.0,2,Email Marketing
812,92.0,2,Email Marketing
409,140.0,1,Paid Social
384,140.0,1,Paid Social
116,384.0,2,Email Marketing
1637,384.0,2,Email Marketing
745,540.0,2,Email Marketing
1386,745.0,3,Display Ads
121,540.0,2,Email Marketing
1629,250.0,1,Paid Social
1515,540.0,2,Email Marketing
335,1486.0,2,Email Marketing
920,140.0,1,Paid Social
908,1487.0,3,Display Ads
1136,61.0,2,Email Marketing
323,61.0,2,Email Marketing
1430,61.0,2,Email Marketing
314,164.0,2,Email Marketing
104,164.0,2,Email Marketing
1290,164.0,2,Email Marketing
1272,164.0,2,Email Marketing
1361,990.0,3,Display Ads
401,203.0,3,Display Ads
859,,0,Organic Search
1684,1600.0,1,Paid Social
852,1606.0,3,Display Ads
648,1313.0,3,Display Ads
1313,872.0,2,Email Marketing
872,1600.0,1,Paid Social
138,426.0,3,Display Ads
950,426.0,3,Display Ads
714,426.0,3,Display Ads
1516,265.0,3,Display Ads
265,287.0,2,Email Marketing
287,1600.0,1,Paid Social
1481,287.0,2,Email Marketing
640,55.0,2,Email Marketing
835,55.0,2,Email Marketing
896,55.0,2,Email Marketing
573,252.0,3,Display Ads
803,,0,Organic Search
339,287.0,2,Email Marketing
968,1600.0,1,Paid Social
250,,0,Organic Search
1618,995.0,2,Email Marketing
995,1600.0,1,Paid Social
1335,250.0,1,Paid Social
631,1120.0,2,Email Marketing
1658,418.0,2,Email Marketing
214,418.0,2,Email Marketing
38,418.0,2,Email Marketing
52,1678.0,2,Email Marketing
1346,1678.0,2,Email Marketing
430,1502.0,2,Email Marketing
1502,1698.0,1,Paid Social
141,1502.0,2,Email Marketing
985,1502.0,2,Email Marketing
1382,1502.0,2,Email Marketing
747,287.0,2,Email Marketing
1541,968.0,2,Email Marketing
434,968.0,2,Email Marketing
978,747.0,3,Display Ads
276,1516.0,4,Direct / Referral
1442,896.0,3,Display Ads
67,835.0,3,Display Ads
59,995.0,2,Email Marketing
262,995.0,2,Email Marketing
1473,859.0,1,Paid Social
1216,859.0,1,Paid Social
1167,250.0,1,Paid Social
1402,250.0,1,Paid Social
329,250.0,1,Paid Social
528,1079.0,3,Display Ads
1079,1257.0,2,Email Marketing
195,1079.0,3,Display Ads
691,1079.0,3,Display Ads
289,1416.0,2,Email Marketing
1397,1416.0,2,Email Marketing
650,1416.0,2,Email Marketing
773,1696.0,2,Email Marketing
1148,1696.0,2,Email Marketing
1118,727.0,2,Email Marketing
1574,1257.0,2,Email Marketing
189,586.0,3,Display Ads
660,586.0,3,Display Ads
1529,805.0,3,Display Ads
940,568.0,3,Display Ads
1686,335.0,3,Display Ads
373,340.0,4,Direct / Referral
340,745.0,3,Display Ads
1626,340.0,4,Direct / Referral
699,340.0,4,Direct / Referral
613,798.0,2,Email Marketing
819,798.0,2,Email Marketing
618,105.0,2,Email Marketing
208,33.0,2,Email Marketing
1222,105.0,2,Email Marketing
1391,513.0,2,Email Marketing
1595,1673.0,2,Email Marketing
267,1566.0,2,Email Marketing
1072,1566.0,2,Email Marketing
525,1566.0,2,Email Marketing
754,1566.0,2,Email Marketing
1081,1224.0,1,Paid Social
219,1081.0,2,Email Marketing
1611,1081.0,2,Email Marketing
1077,1081.0,2,Email Marketing
1050,1081.0,2,Email Marketing
1476,1081.0,2,Email Marketing
204,933.0,2,Email Marketing
687,933.0,2,Email Marketing
904,114.0,3,Display Ads
390,1546.0,3,Display Ads
596,799.0,3,Display Ads
133,114.0,3,Display Ads
822,1546.0,3,Display Ads
1013,207.0,2,Email Marketing
361,872.0,2,Email Marketing
555,104.0,3,Display Ads
478,105.0,2,Email Marketing
1227,1505.0,3,Display Ads
1505,384.0,2,Email Marketing
45,903.0,2,Email Marketing
903,1452.0,1,Paid Social
1452,,0,Organic Search
507,1546.0,3,Display Ads
274,381.0,2,Email Marketing
205,381.0,2,Email Marketing
1131,799.0,3,Display Ads
1177,381.0,2,Email Marketing
861,381.0,2,Email Marketing
982,1065.0,3,Display Ads
1182,,0,Organic Search
1288,1182.0,1,Paid Social
675,1288.0,2,Email Marketing
502,675.0,3,Display Ads
983,131.0,3,Display Ads
180,568.0,3,Display Ads
1692,,0,Organic Search
1198,1692.0,1,Paid Social
1315,1198.0,2,Email Marketing
1267,1315.0,3,Display Ads
285,893.0,3,Display Ads
603,395.0,1,Paid Social
1157,1615.0,2,Email Marketing
1507,1157.0,3,Display Ads
878,1157.0,3,Display Ads
476,203.0,3,Display Ads
1064,903.0,2,Email Marketing
1615,395.0,1,Paid Social
713,1615.0,2,Email Marketing
393,25.0,2,Email Marketing
709,25.0,2,Email Marketing
798,1490.0,1,Paid Social
1467,164.0,2,Email Marketing
664,1490.0,1,Paid Social
1377,664.0,2,Email Marketing
1092,664.0,2,Email Marketing
1617,713.0,3,Display Ads
621,798.0,2,Email Marketing
474,903.0,2,Email Marketing
1671,1452.0,1,Paid Social
385,1671.0,2,Email Marketing
519,385.0,3,Display Ads
1030,385.0,3,Display Ads
1425,385.0,3,Display Ads
255,664.0,2,Email Marketing
1357,664.0,2,Email Marketing
495,664.0,2,Email Marketing
1648,1092.0,3,Display Ads
1668,1092.0,3,Display Ads
706,713.0,3,Display Ads
1312,713.0,3,Display Ads
176,713.0,3,Display Ads
1599,709.0,3,Display Ads
778,513.0,2,Email Marketing
200,778.0,3,Display Ads
734,893.0,3,Display Ads
174,893.0,3,Display Ads
644,709.0,3,Display Ads
966,1157.0,3,Display Ads
496,893.0,3,Display Ads
820,1157.0,3,Display Ads
288,314.0,3,Display Ads
1284,1383.0,3,Display Ads
1679,893.0,3,Display Ads
1138,104.0,3,Display Ads
500,1532.0,1,Paid Social
1125,113.0,2,Email Marketing
226,107.0,2,Email Marketing
1145,113.0,2,Email Marketing
938,986.0,2,Email Marketing
206,986.0,2,Email Marketing
766,986.0,2,Email Marketing
937,1174.0,3,Display Ads
947,1012.0,3,Display Ads
790,1492.0,3,Display Ads
117,1492.0,3,Display Ads
1636,785.0,2,Email Marketing
785,1692.0,1,Paid Social
15,1327.0,3,Display Ads
1327,813.0,2,Email Marketing
813,1057.0,1,Paid Social
522,1505.0,3,Display Ads
321,1505.0,3,Display Ads
1134,293.0,2,Email Marketing
744,105.0,2,Email Marketing
1150,1368.0,3,Display Ads
838,1228.0,4,Direct / Referral
1085,1228.0,4,Direct / Referral
848,1228.0,4,Direct / Referral
491,679.0,1,Paid Social
1190,250.0,1,Paid Social
1661,1692.0,1,Paid Social
731,1661.0,2,Email Marketing
1021,731.0,3,Display Ads
869,679.0,1,Paid Social
103,630.0,2,Email Marketing
1450,920.0,2,Email Marketing
1292,540.0,2,Email Marketing
585,1292.0,3,Display Ads
825,1368.0,3,Display Ads
1534,540.0,2,Email Marketing
1028,540.0,2,Email Marketing
229,1028.0,3,Display Ads
424,341.0,4,Direct / Referral
1296,1534.0,3,Display Ads
134,1028.0,3,Display Ads
807,620.0,4,Direct / Referral
1366,1292.0,3,Display Ads
129,568.0,3,Display Ads
1411,121.0,3,Display Ads
1563,121.0,3,Display Ads
951,825.0,4,Direct / Referral
355,1534.0,3,Display Ads
738,1534.0,3,Display Ads
24,1292.0,3,Display Ads
796,1292.0,3,Display Ads
423,47.0,3,Display Ads
341,1292.0,3,Display Ads
96,1290.0,3,Display Ads
1622,1292.0,3,Display Ads
563,121.0,3,Display Ads
1406,203.0,3,Display Ads
1624,1174.0,3,Display Ads
1647,1145.0,3,Display Ads
889,1145.0,3,Display Ads
1367,1028.0,3,Display Ads
1654,727.0,2,Email Marketing
435,1654.0,3,Display Ads
615,1654.0,3,Display Ads
1299,1532.0,1,Paid Social
1462,893.0,3,Display Ads
256,1257.0,2,Email Marketing
312,653.0,1,Paid Social
1051,955.0,3,Display Ads
1219,121.0,3,Display Ads
1191,61.0,2,Email Marketing
473,1058.0,3,Display Ads
444,73.0,3,Display Ads
209,293.0,2,Email Marketing
928,20.0,3,Display Ads
1600,,0,Organic Search
1022,252.0,3,Display Ads
1482,,0,Organic Search
639,351.0,2,Email Marketing
1388,1249.0,2,Email Marketing
858,1426.0,2,Email Marketing
832,959.0,4,Direct / Referral
1163,561.0,2,Email Marketing
1224,,0,Organic Search
1532,,0,Organic Search
395,,0,Organic Search
561,395.0,1,Paid Social
1483,561.0,2,Email Marketing
707,561.0,2,Email Marketing
653,,0,Organic Search
140,,0,Organic Search
1458,384.0,2,Email Marketing
164,140.0,1,Paid Social
955,384.0,2,Email Marketing
1192,955.0,3,Display Ads
5,1637.0,3,Display Ads
1375,805.0,3,Display Ads
1384,1458.0,3,Display Ads
1519,140.0,1,Paid Social
1135,1329.0,3,Display Ads
628,149.0,3,Display Ads
1020,1329.0,3,Display Ads
1248,1368.0,3,Display Ads
1500,1515.0,3,Display Ads
1317,897.0,3,Display Ads
857,1272.0,3,Display Ads
551,766.0,3,Display Ads
1343,25.0,2,Email Marketing
113,1532.0,1,Paid Social
1205,580.0,3,Display Ads
1542,745.0,3,Display Ads
1698,,0,Organic Search
760,1698.0,1,Paid Social
466,1145.0,3,Display Ads
72,620.0,4,Direct / Referral
1095,409.0,2,Email Marketing
959,1095.0,3,Display Ads
1308,1519.0,2,Email Marketing
679,,0,Organic Search
662,1028.0,3,Display Ads
460,745.0,3,Display Ads
112,381.0,2,Email Marketing
1354,1492.0,3,Display Ads
486,25.0,2,Email Marketing
456,1125.0,3,Display Ads
49,1125.0,3,Display Ads
1112,630.0,2,Email Marketing
1336,745.0,3,Display Ads
689,207.0,2,Email Marketing
761,395.0,1,Paid Social
